355041	Happy birthday, Muiriel!
3174303	He wrote me four letters.
4356694*	I was up almost all night.
2645134	You handled that deftly.
4530375	If you want to, let's all go together.
6532949	It's alright now.
6476052	Please don't leave the bedroom window open.
4356695*	No, that's not true.
4197231	I can't speak Turkish.
4356696	If possible, I'd like to see him.
3818920*	Tom and I want you to come with us.
4352259	If you want, I can come back.
6476043	It's fine if you want to go.
6532951	If you come, I'll also go!
6476038	It will not take long, right?
2269375*	Wait. Don't go.
2111346*	They'll remember.
3511790*	Does Tom know anything about it?
2954580*	You may swim as long as you want.
1841187*	Take the garbage out.
1860549*	Tell me what you saw.
3819452*	I want to talk to you, Tom.
1459138	Kobe is the city where I was born.
4216101*	This isn't drinking water.
3825267*	It won't be an easy thing to do.
3825266*	Tom says he has nothing to do.
3825265*	We don't have anything to do.
3825263*	Tom wondered what Mary was planning to do.
3825262*	Tom did neither of the two things I asked him to do.
3367341*	We only kissed once.
3364628*	Hey look, it's Tom.
326454*	The old man gave me a useful piece of advice.
326452	An old man lay dead on the road.
326447	The old man asked me a favor.
326449	The old man walked with a stick.
822334	I've known him for a long time.
4269629	You know my opinion.
1860549*	Tell me what you saw.
2541033*	I wouldn't do it even if I could.
2952098*	I hardly ever go to museums.
2952097*	I hardly ever go to church.
3619407*	Tom wasn't able to do what he wanted to do.
3825273*	I've already done everything you've asked me to do.
4216086*	Tom didn't have the courage to do what he wanted to do.
310499	She is always cheerful and smiling.
310497	She always has her hair done by a famous hairdresser.
4216084	She always wears flashy clothes.
2331815*	I had to go home and change clothes.
2331816*	I had to go home and change.
3598194*	Tom graduated in 2013.
4356689	He shooed the flies away.
328604	Fuck you!
1624132*	There won't be a next time.
4621179*	I'm not the kind of person that you think I am.
3034152	Mary can't come. She has to take care of her daughter.
4356729*	I turned thirteen in 2003.
1886091*	Do you have to go now?
23469	Initially we had some problems with our computer system, but they've been sorted out now.
4216082*	Could you explain it to me?
3153693*	We gave them everything we had.
5756595	It would be nice to go to Australia for the honeymoon.
3915680*	Why does everyone hate you?
3915683	Why does everyone hate him?
4062888*	Tom doesn't have much money in the bank.
456509	No, thanks. I am tired.
4015917*	These are beautiful flowers.
3917410	We can do nothing for him.
5756594	You are the biggest liar.
3006876*	I hate liars.
4352224	How long do you intend to keep complaining?
4352218	Though Tom went to the salon, it would have been better if he'd hurried back.
6476030	He laid down his glasses and looked closely once more.
378503*	I saw a dog.
4214768*	Last night I was at home.
2644878*	Tom isn't doing anything.
2375870*	I know everything about you.
4356760*	What's the name of the highest mountain in Germany?
4197704*	What do you think this sentence means?
4352190*	Why is it that we're still here?
3821008*	I was satisfied.
3825272*	I still can't remember what Tom told me to do.
326466	The old lady thanked me for helping her across the road.
326443*	The old man stopped for a moment to rest.
2540083*	I'm really starting to get worried.
4530357*	I wonder if Tom is trying to kill me.
4317003*	Give me back my wallet.
689908*	Give me back my bag.
3151512*	Give me my money back.
4219231	I also want to see the ocean.
1972648*	Show me how to do that.
23470	We are not short of oil in this country.
3915642	Why do you hate him so much?
2197116	You are a liar.
3919378*	Nobody believed you.
4253121	Oh, Tom! This is great timing. There's something I wanted to ask you.
4530352	If you don't listen to what I have to say, Tom, I'll tell everyone your secret! "Huh? What secret?"
4635378	Oh dear, it's raining, and I've already hung the laundry out to dry; what shall I do?
324076*	Don't you like baseball?
4253104	How much did you pay for this? "About 20 euros." "Wow! That's incredibly cheap."
266758*	Are you ready to go out?
17494*	I want to see you again.
908914*	My wife loves apple pie.
4635357	Do you know anything about Galileo Galilei? "I've heard the name before, but what was it that he did?"
4230561*	Let's eat the ice cream now. It's going to melt.
24765*	What would you like to drink?
316380*	She refused his proposal.
4242199	I want to someday go back to being human.
4242201	I used to play piano long ago, so I can still play a little.
4245861	Wait, wait, don't go yet.
4245860	Mama, Tom won't gimme back my toy!
4641517	Due to a technical malfunction, this train's service will be henceforth discontinued.
4275792	Sticking labels on everything just makes the whole labelling thing feel pointless now.
1487676	Your words don't match your actions.
4275787	What kind of pet is always found on the floor? "A carpet."
4530317	Tom seems cold to me lately.
4250653*	Do you put sugar in your coffee?
4248328*	Tom has an eye infection.
4248136	What? You still don't know how to drive a car?
4246066*	Don't go yet.
4242093	I'm learning Korean.
4241362*	Nobody knows what goes on behind those doors.
4240359*	Tom told me I should stay home.
4239742*	Can Tom really speak French?
4239436*	This should do the trick.
4238230	This building is blue.
4238211	The house is small but beautiful.
4233773*	What makes you smile?
4232535	This house is said to be haunted.
4231231*	Would you like to go with me?
4231135	Long hair is such a bother.
64776*	I prefer apples to oranges.
4230753	There are many orange fishes in the river.
4230561*	Let's eat the ice cream now. It's going to melt.
4229219*	Keep your eyes closed.
313891*	She's at work, isn't she?
4635348	One morning, as the fox cub was making to leave the den, she suddenly called out "Ah!" and ran tripping and tumbling back to her mother, a paw pressed over one eye. "Mommy, something's got into my eye! Get it out, get it out!"
4530307	The mother fox was worried while she was eagerly waiting for the boy fox's return. When the boy returned she pulled him to her warm chest and was so happy she wanted to cry.
4253066	I carry a bag of rice.
4253053	The empress is visiting Australia.
4253051	There were six candidates for queen.
44438	The power plant supplies the remote district with electricity.
4253034	This is a map of Ninohe District.
4253029	He has a will of steel.
4253014	That town is the center of the steel industry.
4253010	My parents were running a silk farm.
4252987	The silkworm is spinning a thread.
4356219	At the foot of the mountain, the fields stretched far and wide and in these fields the cherry blossoms were in bloom, giving off a sweet scent.
4530281	Sorry for the dumb question.
4635282	Have you experienced a Japanese summer?
4635281*	I'm turning thirty this October.
1408*	I don't know what you mean.
4275778*	Have you ever had a long distance relationship?
6561678	Please quickly take a bath!
2396*	If you eat too much, you'll become fat.
31331*	Have you finished your homework?
31331*	Have you finished your homework?
263616*	You had better go to the dentist's.
242916*	Why don't you go home early today?
6586847	Today is a little cold, huh?
503842*	Let's call it a day.
40026*	Why don't you rest a bit?
4275776*	Could you shut up for a second?
1121220*	How is your family doing?
19692	Unless you hurry, you will be late for school.
4275774	Consumption tax is not included in the display price.
4275769	You didn't know Tom was gay?
321697*	I can wait no longer.
4275764*	We should definitely meet again soon.
4260723*	May I open the window?
1841194*	Don't give up.
6586846	That's right, I remember it well.
4275756	I'm going to buy some water.
2451543*	Are you able to speak French?
2451543*	Are you able to speak French?
4051598*	What time does the movie start?
1839531*	I'm hungry.
4268526*	My doctor told me that I needed to lose some weight.
4268523*	That song was very popular three years ago.
4268458*	Tom said that he didn't want to go to Mary's party.
4268453*	How many years have you been working here?
1357347*	What would you do?
4271909*	I don't think I've heard that word in a long time.
3636345*	When did you start working here?
1140188*	How was your trip?
244462*	Where were you last night?
1885969*	Have you heard from Tom?
4740204*	It would be helpful if you could do that for me.
3823222*	Nobody knew.
4275749	We're flying above the clouds.
2712727*	I'm not the least bit worried about it.
2712727*	I'm not the least bit worried about it.
250795*	Can you hear me?
2644179*	You must be very busy now.
3498173*	I'm watching television.
2024297	Most English words are unknown to most English speakers.
3347195	Mary hid her face in her hands.
3320222	Your assistance in this matter is greatly appreciated.
4542929*	I've just arrived. I haven't even unpacked my suitcases yet.
3343235*	Do you want me to come?
3345313*	Do you want me to drive?
2011744*	Do you want to help me?
2635877	Do you want to see me?
2011747*	Do you want to kiss me?
4270882	These animals are on the verge of extinction.
4132627	His memory is deteriorating with age.
4132623*	My neighbor is nice.
4132627	His memory is deteriorating with age.
4132623*	My neighbor is nice.
4270882	These animals are on the verge of extinction.
4269846	Everyone has points of weakness.
4269846	Everyone has points of weakness.
4269846	Everyone has points of weakness.
4269846	Everyone has points of weakness.
4287888*	It's getting dark. I wonder if it's going to rain.
4184298	She will arrive around noon.
4141189	Could you please dry your hands? There's a towel over there.
4141178	Where did you see him?
4141169	Miraculously, during the fourteenth century, Prague was spared from the Black Death.
4140575*	After supper, I washed the dishes.
4128342	He's a writer, too.
4128323	He reached the blue sea.
4128322*	What people say is not always true.
4133482*	I don't eat oysters.
3431302*	Tom is trying to get his weight down.
3737520*	I'm feeling a bit hungry.
3043459*	Did you hear about what's happened to Tom?
2360117*	I have no control over that.
954991*	Trust me.
4352151	Can't you also use this website sort of like Twitter?
4414360	Women who claim to love Disney films are, in most cases, suffering mentally.
6040020	What's a good way to get to Ogikubo?
6586845	Would you also like to make a wax figure?
4352147	Isn't it embarrassing going shopping for clothes with your mother even as a university student?
4352129	Your big sis will show you.
6485472	This project is on a path to failure.
6476015	Excuse me. Where can I buy it on the internet?
6586844	Let's go! It's my turn! Draw!
6476010	What's the color of your blood?!
6476005	I will become god of the celestial world.
5888219	Continue meaningless acts without limit and a person would go insane.
5697132	What's different between a wedding arrangement site and a dating site?
6586843	Since we're college students, let's go all out!
4959466	Big breasts in Japan are considered small by Russian standards.
4959463	A person that knows math is cool and if that person is a woman, it's even cooler.
4352108	Is thinking, 'I want to drink the blood of the person I came to like,' actually that strange?
4959458	Japanese Immigration Control is known for being strict with refugees.
4352096	In Japan, even the whites who spoke Japanese fluently were not dealt with as Japanese.
4515072	After I brushed my teeth this morning, pill-bugs entered my mouth.
4530273	Do you have a mental health problem? You're always following me around. You're an adult so be more independent.
4354019	Friend me on Facebook. Huh, what's that? Really, so you don't do Facebook? You must not have any friends. That's terrible.
4959452	What the hell is this? I can't believe you put sperm in the Omelette Rice.
4352068	Being a pervert, his delight at staining an example sentence with his sperm for the 100th time will stay with him.
3171247*	Tom looked well.
3171306*	Tom is my uncle.
2648214*	Who is Tom anyway?
3171956*	I think Tom is brave.
2647139*	It isn't Tom's fault.
2234098*	What's that noise?
4268396*	Personally, I think you're right.
4266789	It rained so hard that we decided to visit him on another day.
4323824*	They pitched their tents on the beach.
4141265	She is perfect in every respect.
4352881*	I like both watching and playing sports.
4491332*	I now live in Boston in the US, but I plan to go back to Japan before the end of the year.
4461019	When it comes to movies I like anything, as long as it's not horror.
4461003	On my days off I look after my nephew and go out for dinner with friends.
4354016	In my second year of employment, I work for an IT firm.
4354013	As a hobby, I like to travel places I have never been to before both inside and outside of the country.
4354012	On my days off I do things like go to the movies, lounge around in cafes, and cook.
4354011	I wish the world would change so people did not have to work.
4300647*	Why do you have your umbrella up? It's not raining.
4352873*	Can you wait about an hour?
4300659	Do you have a fever? Your cheeks are all red.
4300640	Oh, god. It's raining.
4297291	That hurts! Stop it!
4354010	Oh, there is a sun shower.
4354009	Tom walked with his shoulder into the wind.
4354008	Coming home having accomplished his task, Tom appeared larger.
6475996	Mary is doing things precisely.
4515071	There is power in Tom's eyes.
4299418*	I apologize for yesterday.
4298777	Her mother speaks Italian.
4298720	This summer resort is no longer as popular as it used to be.
4300645	I'm so sorry about yesterday.
4300736*	Is this really spaghetti?
4411464	Before graduation, I went to visit my teacher to express my gratitude for everything he'd done for me.
4378288	That's the person who Mary's really interested in.
3622866*	Come see me again.
2262035*	I'm still seeing Tom.
2887709*	That handbag is mine.
4308195*	I'm not a child anymore.
3605509*	It just started to rain.
2738509	I don't want to see her.
4303742	He has a chubby face.
4303574*	There's still some room in the closet.
4300709	The city was destroyed in the war.
4308204	He fell asleep while he was driving and caused an accident.
4297058	He doesn't come here anymore.
4331134*	Can I have your name and telephone number?
4354007	Today I passed a person on the street wearing a refreshing fragrance.
4331121	Tom is refreshing, honest and a good young man.
4331097	Tom's whole face shows what he is thinking.
4354006	Tom unintentionally expressed his feelings, but did not let me know what he was thinking.
4354005	I felt for Tom, who was away from home, when he said in a lonely voice, "It doesn't snow here."
4354004	I was thinking that Tom could be a vegetarian. He had a cabbage roll.
4354002	While I am gone, please don't forget to feed my cat and water the plants.
4354001	I spent a one month holiday in Japan and it was wonderful.
4331056	Excuse me but may I ask for your name and contact information?
2203356*	Tom is single.
4351992	Those who know nothing but the countryside have no sense of countryside, and those who have not set foot outside the city do not know what a city really is.
4491320	In the countryside, the breaths of the grass, the trees, and the rocks have the foul smell of humans. They call to me from all directions, and they cling to me. But in the city, even the passengers of a jam-packed train are as quiet as pebbles on the riverbed, and everyone is only thinking of themselves.
4354000	Does Meiji University have a medical school?
4378281	I stepped on something weird.
4353999	Kick! Kick!
3060604*	Has it stopped raining?
4331031	Has the rain stopped? "No, it's still raining."
4331024*	Thank you for yesterday.
4352632	If you go out so lightly dressed, you'll catch a cold.
4323635*	Your battery is low.
2203599*	Tom ate.
2005179*	Tom lied.
2111155*	Tom paid.
1495913*	Don't rush me.
4353995	If it is even possible, translating jokes is quite hard.
2203845*	Tom swam.
2005180*	Tom lost.
2123573*	It's Tom.
2203860*	Hug Tom.
4353656	The kid kept all of his money in a piggy bank.
4353654	I am twelve years old.
4353652	The name of Tom's wife is Mary and his son's is Horace.
4353250*	I've been all over town looking for Tom.
4353248*	I've been all over Europe.
4353200	Tom ran off like a coward.
1095912*	Tom applied for a visa.
2238706*	Tom started reading.
3624736	I don't know and don't want to know.
4375211	I appreciate sweet things and books.
3442380*	That helps a lot.
3935199*	At what age do you want to get married?
4383212	By the way, next week will be our university graduation ceremony.
4394121	This laptop is thin and light.
4393739	What's the product's code?
4393635	There is a basket full of bananas on the counter.
4394401*	I wiped the window sill with a paper towel.
4394155	They are talking past each other.
4394004*	Tom has braided his beard.
4393838	After years of womanising, Tom finally settled down with Mary.
4394753*	You're going to Boston next week, right?
4394696	It is perfect.
4620706*	I don't want to watch television.
4394683	That is not Tom.
4394677	The accident happened suddenly.
1259631	Janet Jackson had a wardrobe malfunction.
4405097*	I'll go wash my hands.
4397659*	Did you notice any errors?
4397656*	Drop your guns.
4397654*	How did we win?
1891101*	I'm over eighteen.
1916141	He likes Indian food.
1829040	They translated the novel from Russian into Armenian.
1744753*	I have to change my clothes.
4959448	Tom explained in detail but I don't understand it.
17125*	What do you do?
56994*	This is the most interesting.
4515082	It must be great to be tall. "Do you think so? It's not really that great. You keep bumping your head on the ceiling."
4486496	It looks like the typhoon is getting closer. "Yeah, it's going to suck if school's cancelled tomorrow."
277736*	It's been raining since morning.
953505*	I know that I don't deserve you.
4460824*	I can't remember doing that.
4515066	After eating the ice cream, my stomach began to hurt.
1840167*	Thanks for the comment.
1841588*	See you later.
540088*	Do you have a boyfriend?
5756593	Have you got time?
4468686*	Do you have time?
1148363	Hurray!
4468677	Sad.
433468*	I understand.
448320	Stop!
1913088*	Listen.
4538713	That is a dog.
4486485*	I like Irish music.
4917611*	What souvenirs did you buy?
4459809	This is the first time I've caught such a big fish!
2243648*	They're not metal.
2243648*	They're not metal.
4324040	Tom was listening to black metal.
908712*	Who's your favorite heavy metal guitarist?
908712*	Who's your favorite heavy metal guitarist?
4324054	Cannibal Corpse is an American death metal band.
1510596*	What makes you think that Tom likes heavy metal?
3402069	Mary likes classical music while Tom's a heavy metal fan.
4445461	Korpiklaani is one of my favorite folk metal bands.
5906978	This elevator doesn't stop at the second or third floors.
4987217	Excuse me, may I have a spoon?
3008806*	Let me try again.
4486536*	Do you play any instrument other than the piano?
4459806	This email address is not registered, or the password is wrong.
3022194*	What's your rush?
4538716*	Tomorrow's payday.
4461732*	When did you start wearing contacts?
4635221	I'm tired, so I'm gonna go to sleep.
4538722	I'm sorry I'm dressed like this.
4515064	You don't like me anymore, do you?
4476919	If you want to include papers that have been submitted to academic journals, you are limited to those that have been accepted for publication.
5906977	I forgot to tell you but, I need sandals so bring them. "Huh? You should have told me earlier."
2995269*	Thanks for helping me.
2995269*	Thanks for helping me.
2645459*	Thanks for your concern.
54426*	Thank you for your concern.
2044751*	I'm happy to hear you say that.
2600513*	Thanks for waiting for me.
4515063	Thanks for the email yesterday. Sorry I didn't reply.
4809291*	This train is crowded, so let's take the next one.
3024365*	How's the weather in Boston?
4487177*	Are these all the same price?
4483909*	This squash smells like melon.
3536135*	Are you really going to move to Boston?
4515061	I thought that as well, in my younger days.
4635209	Doesn't that smell fantastic? "Yeah!"
4591678*	Sorry, I forgot to tell you something important.
4530236	If a man is nice to me I end up falling for him right away.
4635195	I'm a bit of an open book.
4959445	What kind of songs does Tom sing at karaoke?
4489057*	Your ice cream will melt if you don't eat it quickly.
4489064*	If you have a fever, it would be a good idea to go to the hospital right away.
4971351	First, please take about 3 minutes to introduce yourself.
4492679*	Why are you still awake?
4515057	I recently broke up with my boyfriend of three years.
4708936*	How about tomorrow night at nine?
4493477*	There are seedless grapes and seedless watermelons. I wonder if there are seedless mangoes.
4493946*	What's the biggest difference?
4496778	The download is complete.
2015242*	Is there anywhere you want to go?
4518858	Neko mimi characters are cute!
4959440	He quit school and started staying in his room.
5366258	Please take next Sunday off.
4518871	Tom said he is not interested in 3D girls.
4959439	Tom had sex with Mary.
6586306	The cute girl was bitten by a zombie dog and became a zombie.
1044368	Can I touch your boobs?
1190435	I was so excited!
1142303*	I can't imagine a world without electricity.
4529805*	Tom didn't answer his phone.
2769875*	I'm eighteen.
2544760*	I'm going to the restroom.
4586709*	I feel like I've been here before.
4572722*	What do you suggest I do then?
4404058	Do you have friends in your class?
4574679*	I want to learn to play the guitar.
4575918	Pouring bubbly-water into the glass with ice in it made a cold fizzing sound.
2249973*	Somebody help me.
456635	Pleased to meet you.
4638944*	Please fill out this application form.
1222851	A huge tanker just pulled out from the dock.
755331	The whale is a very large mammal who lives in the sea.
275130	The sun has just sunk below the horizon.
4190431*	This grocery store only sells organic food.
4621289	Why? What's the difference?
34993*	Let's play volleyball.
4621286	I will study.
4632155	Afterwards I'm gonna watch a movie with my friends.
4632153	I don't know what happens in the movie, but my friend said it was interesting.
6470277	According to the internet, extraordinary things are thought to be interesting.
4632149	Usually, when I watch movies, I eat popcorn and drink cola. But, next time, I'm going to eat candy.
4621282*	My younger brother lives in Boston.
3024061*	My brother is living in Boston.
4502474*	Tom is not able to swim.
433625*	That's too bad.
433625*	That's too bad.
4596890	Pardon me, where is your restroom?
4593701	Did we have any English homework due tomorrow?
4606751*	Is there somewhere in Europe you'd like to visit?
6470274	I wonder if it will be fun...
68908*	Are you free tomorrow?
3446938*	Tom is listening to the radio.
4632141	I think it will be fine if you call back.
392210*	What is this?
1588810	He has two cars.
4628547	A camel can store a large amount of fat in the hump on its back.
4629312*	If you eat that much, you'll get a stomachache.
4638939	Would you chew your food more, please?
4630811*	Eat more slowly.
4757214*	You're going to wreck your eyesight if you play games all the time.
4650871*	Has that been scientifically proven?
243030*	I wonder what I should do today.
4632575	What day is it? "It's Wednesday."
16747*	Aren't you happy?
18812*	I would like to sit in the non-smoking section.
4702990	I always want to read that book.
4636672	Tom is driving a Toyota.
4636274*	Mom, hurry up! Everyone's waiting.
2882528*	Do you know what time it is?
2882528*	Do you know what time it is?
4638929	What answer did you come up with for question three?
4635635	Pain, pain, go away.
4828691	Oh, that surprised me! Try not to make such loud noises.
4828688	I started having trouble understanding what I was saying myself.
4702972	Is it OK if I go to the restroom? "Sure. I'll wait here for you then."
433502*	Don't move.
6480755*	I wonder if there's anything good on TV.
4645711	I can tell that you're a daughter who cares a lot for her parents.
2527458	You are right.
1554393*	Which cup is yours?
4702948	It is better to wake up early.
4764556	The pigs aren't in the pen.
4702946	The cat is sitting on the desk.
56205*	This is my car.
2400090*	This is Tom's book.
4662524*	When does your winter vacation begin?
4680458	Where'd you learn such a difficult word?
2042937*	I want to live in Boston.
2044529*	Tom seems pretty happy.
1887606*	I only came to say I'm sorry.
3201254*	You didn't tell me Tom was busy.
1040569*	Tom pulled a flashlight out of his jacket pocket.
1954712*	You can't put it off any longer.
4702957	How big is the company?
3410730*	Tom lives across the river.
4702638	It's important to teach children proper table manners.
4702637	It's important for children to learn good table manners.
4702635	Is Mary a common name in your country?
4702634	Is Thomas a common name where you live?
4702632	Put your toys back into the box and then put the box on the shelf.
4704215*	The unemployment rate in Japan was 3.4 percent in September of 2015.
4704206*	Is Tom a common name in your country?
4764555	Is Natasha a common name in Russia?
5107382	What's today's dinner?
5289613	I think I have heard that story before.
5289606	I bought things I didn't need again.
494184	「ありがとうご座います」「どう致しまして」
2077	Thank you. "You're welcome."
4959403	Oh shoot, I forgot about the vocabulary test.
4764554	I don't know why people think Twitter is so interesting "Me too."
4864762	How was the test? "It wasn't as difficult as I thought it would be."
4663185*	How would you feel if someone did that to you?
4728201	Just like humans, the eyesight of dogs gets worse with age.
1961331*	I thought I'd never be happy again.
3380565*	What's so interesting about baseball?
2854623	My English is incorrect.
1333255	Thoughtfulness is a long word in English.
1824360	Let the English and the French take all the land they want, said the Indian chief. "But they want to take all the land between the Atlantic Ocean to the Pacific Ocean, is it OK?" said Tom.
1188743*	I'm learning English.
3786167	For the next class, I want you to transcribe the lyrics from a song by any singer as long as it's in English.
4433863	Tom spent many hours using the language website, tatoeba.org, to improve his English.
544637	Wouldn't it be great if a gender-neutral pronoun for "he" or "she" existed in English?
2432160	I'm studying English because I plan to go to the United States.
3757164	I speak some English, but unfortunately I don't understand much.
4293267	Excuse me, do you speak English? "Yes. A little."
1884864	He teaches English to his friend.
3750477	I can't even speak Portuguese, let alone English.
2142595	The French and the English like drinking, but the latter prefer beer whereas the former go in for red wine.
2728854	You like reading English literature, don't you?
460297	In Australia, they speak English.
954286	Some people think that it is difficult for a native speaker of English to learn Chinese, but I disagree.
3493580	I don't know why the English pronoun "I" always appears with a capital letter.
896176	I should be studying English, but I want to watch a movie.
3503155	Is there anyone here who can speak English?
2793638	The first colonizers of the United States of America were the English and French.
3393980	In his view, the domination by English is a threat to the heritage of humanity. It poses an even worse risk: This "single language" will lead to a "single thought" obsessed with money and consumerism.
992228	He spoke in a broken English that was hard to understand.
1160559	I would like you to translate this book into English.
1743006	Many people easily understand the injustice of the current language situation in the world where English dominates. But they also see the collective advantages, as for example a relatively good and direct communication between intellectuals and leaders of different languages through the English language, and the personal advantages as their own knowledge of the English language. About a neutral language such as Esperanto, one does not know much and does not seek information.
4764550	What's the matter? "I can't find my keys." "Which ones?" "My bicycle ones."
4746175*	Has Tom broken something again?
1888399*	I wish you'd come sooner.
1093056*	Tom said he thought he had forgotten something.
4717832	Are you telling me to kill Tom?
1830450*	Tom used to eat a lot of junk food.
2374793*	I knew it would work out this way.
3130019*	Cookie would be a good name for a cat.
3412994*	Tom came close to being run over.
3587371*	We've known each other since we were children.
5366220	He bought some chocolate for her.
5115871*	Tom bought Mary some chocolate.
4700711*	Tom has decided to sell his car.
4959402*	I have nothing in common with Tom so I don't know what to talk about.
4764890	Is there any point in me living?
3924545	For the first time in more than 6 years, the unemployment rate is below 6%.
4764549	I don't give a damn about you winning or losing.
3343288	Tom skipped work to watch the USA-Germany soccer match.
4717981*	Would you like milk and sugar?
4828672	The earth is blue. Like an orange.
4764889*	What are you doing at this hour?
2793506*	I'm sorry for bothering you.
4764888	Don't waste your life on meaningless things.
5107376	I said sorry, didn't I?
5383905	Don't worry too much. Everything is fine.
2057655*	Thanks a lot.
5289600	You don't have an umbrella? Aren't you thankful you went inside?
4724257*	Have you ever seen Tom not wearing glasses?
4724246*	Have you ever seen Tom when he's mad?
551318*	Why did you lie?
323364*	I hope it does not rain tomorrow.
4744281	I wonder if it's stopped raining. "I hope so."
4764887	Ah, I think I'm gonna cry.
602885*	Don't forget your money.
2840424*	I'll go change my clothes.
4764546	Sorry, I zoned out.
4717677*	Are you saying that I killed Tom?
4764544	Why are you laughing? I'm trying to be serious here...
4764886	Become more flexible!
5291103	You should refrain from smoking more.
4749551	It's cheap, but the quality isn't that good.
4749550	For children, this world is full of wonders and miracles.
4764885	The book is laid open on top of the desk.
4828649	The sun is the eternal source of light, heat, and life.
4744264	They say that Hungarian is one of the most difficult languages in the world.
2254735	When did he go?
5270091	He always kisses his girlfriend goodbye when they part ways.
4764884	The Esperanto movement has always had to grapple with the problem of 'eternal beginners'.
4764882	Do you believe I have a chance to get that position?
4764883	Somebody is calling you from the gate.
4749512	The car is waiting in front of the gate.
4764881	But, Tom, Esperanto isn't necessarily as artificial as computers are, right?
5107369	How was it, the test?
3408148*	How did your test go?
895660*	How was the concert?
895660*	How was the concert?
895660*	How was the concert?
895660*	How was the concert?
1140188*	How was your trip?
1140188*	How was your trip?
1140188*	How was your trip?
3819088*	How was the trip?
1140188*	How was your trip?
1140188*	How was your trip?
1140188*	How was your trip?
1140188*	How was your trip?
1140188*	How was your trip?
1140188*	How was your trip?
1140188*	How was your trip?
3738105*	How's everything at work?
5107360	How is work?
3738105*	How's everything at work?
2891374*	How's it going at school?
5107357	How is school?
1885868*	How's school?
4764536*	I'm not feeling that hungry yet.
4764530*	I haven't had enough to drink yet.
4764526*	Will you go to Tom's wedding?
4753275*	May I call at around 2:30?
4764880	That was such a bad movie, right? "Yeah. I feel like asking for my money back!"
4753259	Where should I sit? "Anywhere is OK."
2451368*	When did you start studying French?
4795803*	You're good at French, aren't you?
4759753*	You should probably speak a little bit slower.
4666841*	Do you often come here?
4666841*	Do you often come here?
4795802	What do you think of Tom? "His voice is cool isn't it" "Just his voice?" "Don't you think his face is just normal?" "Uh- I think it's cool though."
4764878	The Internet is so slow today.
4764894	Tom, you translated this, right? "Yeah, why?" "What's 'modemism'?" "I dunno, but it was written in the text." "Really?" "Really! Take a look!" "Ah, wait, but it says 'modernism'!"
4764891	Have you decided on your dissertation topic?
2891110*	Do you know why?
5366219*	You've grown up.
4767215	It's thanks to you.
4761903	Why are you happy when someone else suffers?
1029935*	Tom and Mary are both vegetarians.
3449428*	Tom left a gift for you.
2248158*	I'm not lying.
258975*	I'm an honest person.
3665533	She was clothed in a red blouse and a black skirt.
3531923*	There's nowhere to run.
4264717	Have a seat please.
5107354	Can I use Mastercard?
264257*	Turn right at the next corner.
4844635*	Could you tell me the Wi-Fi password?
4828629	Hello. Long time no see.
4845159*	Whose is this car?
5107351	This car, whose is it?
55518*	Whose car is this?
55519*	Whose umbrella is this?
55519*	Whose umbrella is this?
5107341	This umbrella, whose is it?
55519*	Whose umbrella is this?
3023278*	Tom went to Boston by bus.
3490527*	I'm sure Tom will help us.
3628784	Eat!
327853	Years of effort came to nothing.
4772245*	Have you finished washing the dishes?
4771703	I do not want to eat.
4771736	Are you good?
4772256	I can't listen to stupid people.
16492*	What are you doing?
4770664	I live in Tehran.
4770643	Remember to brush your teeth.
4439455*	I like ice cream.
1140042*	What are you saying?
2451228*	You're good at speaking French, aren't you?
4864547	In Haiti, he is an embassador。
4846827*	I have to go home and do my homework.
4770605*	You need a car if you live in the suburbs.
4771701	Hello! How are you?
4770607	Ukrainian girls are the prettiest in the world.
4769368	Venus has no moons.
4767443*	Tom is a friend of yours, right?
4773544	All of the students at school know me.
792061*	My foot hurts.
3663249	There are islands in the sea.
3096001*	Tom threatened to kill me.
4869330	What is this dish called?
4869330	What is this dish called?
2835775*	What's this called?
5107333	How is this called?
3405314*	Do you know who killed Tom?
2595655*	Why is the sky blue?
5289577	Japan tried to revive itself.
4864617	What is the English for "Saigen"?
799851*	Let's find a solution that is acceptable to everyone.
4777566	Our house was entirely rebuilt.
4772510*	I couldn't have done it without your help.
50923*	There's always somebody there.
254138*	I didn't know that.
61644*	I'll pay for it.
18020*	I don't blame you for doing that.
249191*	We were disappointed in him.
41220*	It's almost six o'clock.
410605*	I really am unlucky!
4778467	An extension is currently under construction.
4784039*	They're eating sandwiches.
4784045*	He really likes science fiction novels a lot.
4797299	With the increase in the number of cars, the atmosphere will get worse and worse.
269555	Brass is an alloy of copper and zinc.
4781024	We have no choice but to kill.
279187*	I left my umbrella on the train.
279187*	I left my umbrella on the train.
4790331	No reason, no reason.
3434463*	Tom is not a hero.
280196*	We have no alternative but to work.
285205*	You may speak to him.
4795935	I want his help.
281922	You should stay in the hospital for treatment.
268756	Food is necessary for life.
57633*	Am I on the right road?
39843	Finally she gave in to temptation and ate the whole cake.
4794027*	I was bitten by a mosquito.
4785512*	Tom is three years older than I am, but he's shorter than I am.
25170*	How did it come about?
4799237*	Could you wait a moment?
3327467*	Can I call you later?
1328	Oh, there's a butterfly!
321324*	It's not my fault.
18097*	Please take off your shoes.
33772*	Can I borrow your pen?
3327439*	Can I borrow a pen?
405379*	Close the door.
